ID,생산년도,모델출시년도,브랜드,차량모델명,판매도시,판매구역,주행거리,배기량,압축천연가스(CNG),경유,가솔린,하이브리드,액화석유가스(LPG),가격
TRAIN_20850,2010,2007,volkswagen,tiguan,PIA,MAZ,212043,1968,0,1,0,0,0,50.7
TRAIN_20851,2016,2013,skoda,octavia,GRU,MAL,255000,1395,0,0,1,0,0,58.5
TRAIN_20852,2014,2007,renault,laguna,ELB,WAR,197000,1995,0,1,0,0,0,42.9
TRAIN_20853,2008,2005,bmw,seria-3,KON,WIE,226000,1995,0,0,1,0,0,25.93
TRAIN_20854,2006,2004,ford,focus,OLS,WAR,165300,2522,0,0,1,0,0,38.87
TRAIN_20855,2015,2007,audi,a5,BOC,MAL,155220,1968,0,1,0,0,0,90.87
TRAIN_20856,2008,2007,skoda,fabia,LOD,LOD,118273,1198,0,0,1,0,0,15.6
TRAIN_20857,2007,2006,opel,corsa,MIN,MAZ,170000,998,0,0,1,0,0,12.35
TRAIN_20858,2019,2014,skoda,fabia,WIE,MAL,27914,999,0,0,0,0,1,64.87
TRAIN_20859,2015,2007,volvo,v70,LAN,POD,149600,1969,0,1,0,0,0,69.55
TRAIN_20860,2021,2018,kia,ceed,LOD,LOD,10,1500,0,0,1,0,0,111.67
TRAIN_20861,2007,2007,renault,laguna,ZGI,LOD,147000,1997,0,0,1,0,0,26.65
TRAIN_20862,2016,2008,opel,insignia,WAR,MAZ,190000,1598,0,0,1,0,0,54.47
TRAIN_20863,2018,2012,seat,leon,RPQ,WAR,39000,1395,0,0,1,0,0,98.15
TRAIN_20864,2016,2013,mazda,3,LOD,LOD,121000,1998,0,0,1,0,0,74.1
TRAIN_20865,2018,2016,fiat,tipo,KRA,MAL,74498,1368,0,0,1,0,0,54.47
TRAIN_20866,2008,2004,ford,focus,GOL,ZAC,230000,1596,0,0,1,0,0,19.37
TRAIN_20867,2018,2012,volkswagen,golf,AZK,MAZ,130437,1598,0,1,0,0,0,77.87
TRAIN_20868,2013,2008,opel,insignia,ZSR,LUB,226000,1956,0,1,0,0,0,47.45
TRAIN_20869,2016,2012,seat,leon,EDA,WIE,170000,1197,0,0,1,0,0,46.54
TRAIN_20870,2015,2011,toyota,yaris,LUK,LUB,110000,998,0,0,1,0,0,54.6
TRAIN_20871,2018,2012,volkswagen,golf,POZ,WIE,146736,1598,0,1,0,0,0,81.38
TRAIN_20872,2004,2001,volkswagen,polo,NYS,OPO,123655,1390,0,0,1,0,0,11.24
TRAIN_20873,2010,2003,audi,a3,JWZ,SWI,199000,1598,0,1,0,0,0,38.87
TRAIN_20874,2017,2013,skoda,octavia,WAR,MAZ,149000,1598,0,1,0,0,0,73.97
TRAIN_20875,2010,2008,renault,megane,IUY,SLA,187000,1397,0,0,1,0,0,31.85
TRAIN_20876,2012,2007,audi,a4,VMW,WIE,206000,2000,0,1,0,0,0,58.37
TRAIN_20877,2000,1997,volkswagen,golf,RAB,MAL,303000,2792,0,0,1,0,0,32.5
TRAIN_20878,2017,2014,volkswagen,passat,LOD,LOD,62661,1968,0,1,0,0,0,138.97
TRAIN_20879,2012,2008,opel,insignia,YOI,KUJ,266000,1956,0,1,0,0,0,50.57
TRAIN_20880,2011,2011,volvo,v60,HRU,LUB,220300,1560,0,1,0,0,0,42.77
TRAIN_20881,2014,2013,skoda,octavia,WAR,MAZ,127748,1984,0,0,1,0,0,109.85
TRAIN_20882,2008,2004,opel,tigra,CFS,ZAC,140130,1796,0,0,1,0,0,18.07
TRAIN_20883,2013,2007,audi,a4,PWQ,LOD,286000,1968,0,1,0,0,0,63.44
TRAIN_20884,2003,1999,skoda,fabia,GDA,POM,224000,1198,0,0,1,0,0,4.55
TRAIN_20885,2011,2011,audi,a6,DLU,DOL,195001,1968,0,1,0,0,0,77.87
TRAIN_20886,2012,2010,volkswagen,touran,TXL,OPO,327000,1598,0,1,0,0,0,45.5
TRAIN_20887,2007,2006,opel,corsa,GRU,KUJ,137000,1229,0,0,1,0,0,16.77
TRAIN_20888,2018,2013,skoda,octavia,WAR,MAZ,136964,1598,0,1,0,0,0,89.57
TRAIN_20889,2000,1998,renault,clio,PAB,LOD,198000,1149,0,0,1,0,0,5.07
TRAIN_20890,2015,2011,audi,a6,GDY,POM,271000,1968,0,1,0,0,0,96.85
TRAIN_20891,2019,2013,mazda,3,WAR,MAZ,15060,1998,0,0,1,0,0,77.87
TRAIN_20892,2017,2014,toyota,aygo,IZB,WIE,31000,998,0,0,1,0,0,46.67
TRAIN_20893,2005,2002,kia,sorento,BJN,POD,298000,3497,0,0,0,0,1,25.22
TRAIN_20894,2012,2011,audi,a6,PLO,MAZ,289000,1968,0,1,0,0,0,68.25
TRAIN_20895,2005,2007,ford,mondeo,WRO,DOL,272000,1798,0,0,1,0,0,7.67
TRAIN_20896,2006,2005,opel,zafira,CRD,MAL,195000,1598,0,0,1,0,0,16.77
TRAIN_20897,2020,2019,renault,clio,BED,SLA,2500,1600,0,0,0,1,0,112.97
TRAIN_20898,2009,2003,bmw,seria-5,LOM,POL,174000,1995,0,1,0,0,0,58.37
TRAIN_20899,2018,2015,opel,astra,GNI,WIE,49000,1399,0,0,1,0,0,75.14
TRAIN_20900,2013,2012,bmw,seria-3,CZA,POM,270000,1995,0,1,0,0,0,59.15
TRAIN_20901,2020,2017,nissan,micra,WAR,MAZ,13013,999,0,0,1,0,0,92.17
TRAIN_20902,2018,2009,opel,astra,PIA,MAZ,76556,1364,0,0,1,0,0,61.75
TRAIN_20903,2022,2017,seat,ibiza,OPO,OPO,7,999,0,0,1,0,0,113.93
TRAIN_20904,2009,2009,mercedes-benz,e-klasa,KEP,WIE,289000,2987,0,1,0,0,0,84.37
TRAIN_20905,2009,2004,opel,astra,RED,POM,270400,1598,0,0,0,0,1,20.28
TRAIN_20906,2009,2007,audi,a4,PIO,SWI,235900,1968,0,1,0,0,0,37.57
TRAIN_20907,2009,2008,opel,insignia,RAD,MAZ,220000,1998,0,0,1,0,0,38.87
TRAIN_20908,2014,2006,opel,corsa,WAU,SWI,121500,1229,0,0,1,0,0,24.57
TRAIN_20909,2012,2009,opel,astra,JBM,POD,173580,1364,0,0,1,0,0,47.45
TRAIN_20910,2017,2012,renault,clio,LUB,LUB,188000,1461,0,1,0,0,0,42.77
TRAIN_20911,2006,2004,audi,a4,RAD,MAZ,297000,1984,0,0,1,0,0,25.87
TRAIN_20912,2003,2002,honda,jazz,KUT,LOD,219000,1339,0,0,1,0,0,12.35
TRAIN_20913,2014,2013,nissan,qashqai,RVP,WIE,85760,1500,0,1,0,0,0,73.19
TRAIN_20914,2015,2012,volkswagen,golf,WAG,WIE,122000,1598,0,1,0,0,0,49.27
TRAIN_20915,2011,2009,peugeot,5008,ZAM,LUB,190000,1560,0,1,0,0,0,26.52
TRAIN_20916,2001,1998,opel,astra,KAT,SLA,320000,1995,0,1,0,0,0,4.55
TRAIN_20917,2018,2012,ford,kuga,GLI,SLA,158000,1997,0,1,0,0,0,113.09
TRAIN_20918,2020,2012,renault,clio,BIE,SLA,6600,898,0,0,1,0,0,66.04
TRAIN_20919,2005,2002,opel,vectra,CAY,SWI,300790,1910,0,1,0,0,0,11.57
TRAIN_20920,2018,2014,skoda,fabia,BYU,MAZ,110000,999,0,0,0,0,1,41.6
TRAIN_20921,2006,2002,mercedes-benz,e-klasa,RYT,LUB,245000,2148,0,1,0,0,0,23.27
TRAIN_20922,2010,2004,audi,a6,KRO,KUJ,225000,2967,0,1,0,0,0,55.38
TRAIN_20923,2012,2009,bmw,x1,UDJ,POM,207199,1995,0,1,0,0,0,54.59
TRAIN_20924,2008,2007,skoda,fabia,TOR,KUJ,204000,1390,0,0,1,0,0,16.9
TRAIN_20925,2011,2007,audi,a5,ROT,POM,249600,2967,0,1,0,0,0,77.87
TRAIN_20926,2012,2006,opel,corsa,SLU,POM,188470,1248,0,1,0,0,0,17.54
TRAIN_20927,2007,2003,renault,scenic,MIN,MAZ,202600,1598,0,0,1,0,0,13.26
TRAIN_20928,2010,2008,volvo,xc-60,GAR,MAZ,247000,2400,0,1,0,0,0,62.4
TRAIN_20929,2013,2007,ford,mondeo,WAR,MAZ,163000,1997,0,1,0,0,0,46.8
TRAIN_20930,2009,2008,ford,fiesta,ALP,WIE,187698,1560,0,1,0,0,0,23.4
TRAIN_20931,2002,1998,mercedes-benz,s-klasa,OZA,MAZ,315000,3199,0,0,1,0,0,25.87
TRAIN_20932,2016,2013,mazda,3,KOL,WIE,85000,1498,0,1,0,0,0,70.07
TRAIN_20933,2017,2014,opel,corsa,GDA,POM,19549,1398,0,0,1,0,0,66.17
TRAIN_20934,2006,2005,mercedes-benz,b-klasa,CAY,SWI,113000,1699,0,0,1,0,0,20.67
TRAIN_20935,2012,2007,skoda,fabia,RES,MAL,159000,1198,0,0,1,0,0,24.57
TRAIN_20936,2008,2006,ford,s-max,BYD,KUJ,209254,1997,0,1,0,0,0,38.87
TRAIN_20937,2011,2009,mazda,3,EZQ,MAZ,237000,1560,0,1,0,0,0,27.95
TRAIN_20938,2017,2014,ford,mondeo,OST,WIE,179413,1997,0,1,0,0,0,81.58
TRAIN_20939,2009,2007,audi,a5,WAR,MAZ,308000,1968,0,1,0,0,0,20.67
TRAIN_20940,2011,2010,opel,meriva,WRO,DOL,167000,1686,0,1,0,0,0,29.25
TRAIN_20941,2012,2003,fiat,panda,AJX,WIE,154000,1242,0,0,1,0,0,16.77
TRAIN_20942,2008,2007,hyundai,i30,POZ,WIE,149800,1591,0,0,1,0,0,23.92
TRAIN_20943,2007,2007,fiat,bravo,IFA,KUJ,162000,1368,0,0,1,0,0,20.67
TRAIN_20944,2017,2013,mazda,3,FXV,MAZ,64216,1998,0,0,1,0,0,80.47
TRAIN_20945,2006,2004,ford,focus,EZQ,MAZ,226000,1560,0,1,0,0,0,13.39
TRAIN_20946,2006,2003,bmw,seria-5,GUB,LUU,308000,2993,0,1,0,0,0,33.22
TRAIN_20947,2008,2004,bmw,seria-1,VJS,POD,262000,1995,0,1,0,0,0,18.85
TRAIN_20948,2016,2009,toyota,avensis,KAT,SLA,150288,1998,0,1,0,0,0,70.2
TRAIN_20949,2016,2011,volvo,v60,PLO,MAZ,180000,1969,0,1,0,0,0,86.45
TRAIN_20950,2014,2008,ford,ka,KNU,SLA,50400,1242,0,0,1,0,0,29.77
TRAIN_20951,2014,2010,kia,sportage,SPY,MAL,220000,1591,0,0,0,0,1,55.25
TRAIN_20952,2011,2007,ford,mondeo,GDA,POM,280000,1997,0,1,0,0,0,46.15
TRAIN_20953,2008,2006,kia,ceed,MYS,SLA,173994,1561,0,0,1,0,0,24.57
TRAIN_20954,2008,2003,renault,scenic,LOD,LOD,133000,1598,0,0,1,0,0,18.07
TRAIN_20955,2006,2004,bmw,seria-1,NYS,OPO,170000,1596,0,0,1,0,0,15.47
TRAIN_20956,2008,2007,audi,a5,WAR,MAZ,163900,2967,0,1,0,0,0,51.87
TRAIN_20957,2001,1996,bmw,seria-5,FTV,SLA,243500,2171,0,0,1,0,0,10.27
TRAIN_20958,2008,2000,fiat,doblo,MOR,WAR,180000,1368,0,0,1,0,0,16.25
TRAIN_20959,2009,2005,toyota,yaris,BYU,MAZ,163000,1329,0,0,1,0,0,24.7
TRAIN_20960,2008,2006,kia,ceed,PDO,MAL,87657,1396,0,0,1,0,0,24.57
TRAIN_20961,2010,2008,renault,megane,BES,MAZ,240000,1870,0,1,0,0,0,21.97
TRAIN_20962,2010,2006,ford,s-max,KDP,DOL,82000,1999,0,0,1,0,0,54.6
TRAIN_20963,2006,2005,nissan,note,LUB,LUB,179749,1598,0,0,1,0,0,20.15
TRAIN_20964,2007,2005,mercedes-benz,b-klasa,SMA,MAZ,176928,2034,0,0,1,0,0,29.25
TRAIN_20965,2006,2006,citroen,c4-picasso,KRA,MAL,232680,1749,0,0,1,0,0,23.27
TRAIN_20966,2008,2007,nissan,qashqai,MIA,SLA,220000,1994,0,1,0,0,0,38.87
TRAIN_20967,2018,2012,bmw,seria-3,WRO,DOL,57170,1995,0,1,0,0,0,151.19
TRAIN_20968,2017,2017,opel,insignia,KRA,MAL,92000,1598,0,1,0,0,0,105.53
TRAIN_20969,2017,2012,mazda,6,BYD,KUJ,100251,2488,0,0,1,0,0,137.67
TRAIN_20970,2017,2012,kia,ceed,WAG,WIE,101000,1591,0,0,1,0,0,68.77
TRAIN_20971,2009,2003,volkswagen,golf,RLG,WAR,190000,1896,0,1,0,0,0,23.27
TRAIN_20972,2010,2005,volkswagen,passat,PLO,MAZ,271000,1968,0,1,0,0,0,37.57
TRAIN_20973,2016,2012,volkswagen,golf,LOC,MAL,123020,1968,0,1,0,0,0,101.27
TRAIN_20974,2009,2005,toyota,aygo,PIL,WIE,139000,998,0,0,1,0,0,12.61
TRAIN_20975,2003,2002,honda,accord,CZE,SLA,107241,1998,0,0,1,0,0,25.22
TRAIN_20976,2009,2001,volkswagen,polo,NIW,SWI,176000,1390,0,0,1,0,0,21.97
TRAIN_20977,2008,2003,toyota,prius,LUB,LUB,224100,1497,0,0,0,1,0,36.66
TRAIN_20978,2002,1999,mercedes-benz,cl-klasa,MIE,POD,184222,4966,0,0,0,0,1,42.9
TRAIN_20979,2008,2006,citroen,c4-picasso,KUT,LOD,219000,1997,0,1,0,0,0,20.67
TRAIN_20980,2013,2009,bmw,seria-5,NOW,WIE,264500,1995,0,1,0,0,0,89.57
TRAIN_20981,2011,2008,seat,ibiza,SIE,MAZ,196364,1197,0,0,1,0,0,23.4
TRAIN_20982,2007,2006,honda,civic,WAR,MAZ,139049,1799,0,0,1,0,0,36.27
TRAIN_20983,2003,2000,volkswagen,passat,HVR,SLA,410000,1896,0,1,0,0,0,5.59
TRAIN_20984,2007,2002,opel,vectra,UTT,MAZ,169000,2792,0,0,1,0,0,38.87
TRAIN_20985,2018,2008,citroen,berlingo,ELB,WAR,88000,1560,0,1,0,0,0,75.27
TRAIN_20986,2013,2006,opel,corsa,LUB,LUB,29450,998,0,0,1,0,0,20.8
TRAIN_20987,2007,2005,renault,clio,GRO,MAZ,103000,1149,0,0,1,0,0,18.07
TRAIN_20988,2011,2009,kia,sorento,PIS,WAR,162000,1995,0,1,0,0,0,58.37
TRAIN_20989,2006,2004,audi,a6,NHT,POD,425000,2967,0,1,0,0,0,25.35
TRAIN_20990,2009,2008,seat,ibiza,WKI,DOL,156000,1598,0,0,1,0,0,21.84
TRAIN_20991,2008,2005,mercedes-benz,s-klasa,BIA,POL,96453,5461,0,0,0,0,1,114.4
TRAIN_20992,2008,2004,opel,astra,MOG,KUJ,179000,1598,0,0,1,0,0,18.19
TRAIN_20993,1996,1995,audi,a4,XVL,MAZ,224895,1595,0,0,1,0,0,6.5
TRAIN_20994,2010,2009,mercedes-benz,e-klasa,HPG,DOL,247000,1796,0,0,1,0,0,54.47
TRAIN_20995,2017,2015,renault,espace,WAR,MAZ,199102,1798,0,0,1,0,0,116.87
TRAIN_20996,2007,2007,mercedes-benz,c-klasa,BOC,MAL,340000,2987,0,1,0,0,0,44.85
TRAIN_20997,2010,2008,seat,ibiza,GAR,MAZ,221063,1197,0,0,1,0,0,24.57
TRAIN_20998,2013,2005,bmw,seria-3,SIE,MAZ,221000,1995,0,1,0,0,0,59.15
TRAIN_20999,2012,2011,mercedes-benz,cls-klasa,PRU,MAZ,120000,2987,0,1,0,0,0,142.87
TRAIN_21000,2013,2012,bmw,seria-3,MIL,DOL,242000,1995,0,1,0,0,0,59.41
TRAIN_21001,2017,2015,bmw,x1,IPR,SLA,126000,1995,0,1,0,0,0,115.57
TRAIN_21002,2016,2012,honda,cr-v,KAL,WIE,99434,1597,0,1,0,0,0,127.27
TRAIN_21003,2011,2010,kia,sportage,WAU,SWI,175000,1591,0,0,1,0,0,50.7
TRAIN_21004,2016,2012,seat,leon,NLB,MAL,81800,1395,0,0,1,0,0,76.57
TRAIN_21005,2016,2015,audi,a4,MYS,SLA,178600,1968,0,1,0,0,0,107.77
TRAIN_21006,2016,2014,mercedes-benz,c-klasa,JZI,WIE,71000,1991,0,0,1,0,0,123.37
TRAIN_21007,2010,2010,nissan,juke,RAD,MAZ,139000,1598,0,0,1,0,0,46.8
TRAIN_21008,2009,2007,mercedes-benz,c-klasa,WAG,WIE,229000,2987,0,1,0,0,0,53.56
TRAIN_21009,2001,1997,volkswagen,golf,SIE,MAZ,263637,1390,0,0,1,0,0,7.41
TRAIN_21010,2011,2008,opel,insignia,KLA,MAL,199521,1956,0,1,0,0,0,32.11
TRAIN_21011,2009,2008,ford,fiesta,IKT,SLA,170000,1560,0,1,0,0,0,20.67
TRAIN_21012,2003,2005,bmw,seria-3,HEX,SWI,349000,1995,0,1,0,0,0,16.12
TRAIN_21013,2006,2004,audi,a6,LUB,LUB,193000,4163,0,0,1,0,0,42.77
TRAIN_21014,2003,2003,bmw,seria-5,YTC,MAL,200113,2993,0,1,0,0,0,37.44
TRAIN_21015,2016,2013,skoda,octavia,DTF,POM,196400,1968,0,1,0,0,0,64.87
TRAIN_21016,2011,2008,hyundai,i20,PAS,WAR,194000,1248,0,0,1,0,0,22.1
TRAIN_21017,2005,2004,bmw,seria-1,ZNF,KUJ,258000,1596,0,0,1,0,0,19.37
TRAIN_21018,1998,1996,bmw,seria-5,PLO,MAZ,239154,2793,0,0,1,0,0,21.84
TRAIN_21019,2015,2012,hyundai,i30,GIZ,LUB,61000,1591,0,0,1,0,0,58.49
TRAIN_21020,2004,2003,volkswagen,golf,PYR,ZAC,220000,1390,0,0,1,0,0,14.17
TRAIN_21021,2007,2003,volkswagen,golf,KKB,LOD,230000,1896,0,1,0,0,0,24.7
TRAIN_21022,2014,2010,nissan,juke,NUK,ZAC,139000,1197,0,0,1,0,0,59.67
TRAIN_21023,2008,2006,ford,s-max,LOE,WIE,280000,1997,0,1,0,0,0,28.47
TRAIN_21024,2012,2007,audi,a5,AWW,MAZ,212523,1968,0,1,0,0,0,68.77
TRAIN_21025,2013,2012,toyota,auris,BCZ,DOL,89849,1364,0,1,0,0,0,60.97
TRAIN_21026,2012,2007,skoda,fabia,KAC,WIE,149351,1197,0,0,1,0,0,28.34
TRAIN_21027,2010,2008,opel,insignia,LSC,WIE,163000,1998,0,0,1,0,0,47.97
TRAIN_21028,2016,2016,renault,megane,RZG,LOD,93450,1197,0,0,1,0,0,58.5
TRAIN_21029,2006,2000,mercedes-benz,c-klasa,PLO,MAZ,204619,2149,0,1,0,0,0,29.77
TRAIN_21030,2017,2015,ford,s-max,MAS,MAZ,172999,1998,0,1,0,0,0,86.71
TRAIN_21031,2014,2011,toyota,yaris,LOD,LOD,118000,998,0,0,0,0,1,37.57
TRAIN_21032,2016,2014,volkswagen,passat,ZNH,KUJ,128500,1968,0,1,0,0,0,86.97
TRAIN_21033,2010,2010,opel,meriva,GRU,KUJ,141940,1398,0,0,1,0,0,32.37
TRAIN_21034,2011,2009,bmw,seria-5,UOT,MAZ,260000,1995,0,1,0,0,0,64.87
TRAIN_21035,2005,2005,opel,zafira,NRQ,LOD,259364,1910,0,1,0,0,0,12.09
TRAIN_21036,2006,2000,nissan,almera,GXI,ZAC,61000,1497,0,0,1,0,0,4.94
TRAIN_21037,2004,2000,mercedes-benz,c-klasa,WAR,MAZ,312000,1800,0,0,1,0,0,15.6
TRAIN_21038,2008,2003,volkswagen,golf,BCZ,DOL,158147,1984,0,0,1,0,0,39.0
TRAIN_21039,2011,2010,mazda,5,MYS,SLA,178779,1999,0,0,1,0,0,47.97
TRAIN_21040,2017,2010,nissan,micra,KAT,SLA,82740,1198,0,0,1,0,0,47.45
TRAIN_21041,2021,2015,volkswagen,touran,BYD,KUJ,7,1498,0,0,1,0,0,145.6
TRAIN_21042,2006,2002,seat,ibiza,RSY,POL,199000,1390,0,0,1,0,0,10.27
TRAIN_21043,2019,2017,opel,insignia,WAR,MAZ,96440,1490,0,0,1,0,0,111.67
TRAIN_21044,2014,2012,kia,ceed,KUT,LOD,118989,1396,0,0,0,0,1,54.34
TRAIN_21045,2015,2009,volkswagen,polo,GOO,POD,68100,1197,0,0,1,0,0,55.77
TRAIN_21046,2019,2017,audi,q5,KAT,SLA,80000,1968,0,1,0,0,0,78.0
TRAIN_21047,2011,2003,audi,a3,PAB,LOD,189292,1968,0,1,0,0,0,53.17
TRAIN_21048,2002,2001,honda,civic,KAT,SLA,245484,1396,0,0,1,0,0,4.55
TRAIN_21049,2006,2003,volkswagen,touran,ELB,WAR,185000,1595,0,0,1,0,0,23.27
TRAIN_21050,2014,2012,seat,leon,PLO,MAZ,80000,1798,0,0,1,0,0,71.37
TRAIN_21051,2010,2009,toyota,avensis,KJY,LOD,280000,1998,0,1,0,0,0,25.87
TRAIN_21052,2018,2012,volkswagen,golf,UBL,DOL,38000,1395,0,0,1,0,0,89.57
TRAIN_21053,2009,2007,nissan,qashqai,RYP,KUJ,174000,1598,0,0,1,0,0,36.4
TRAIN_21054,2006,2004,opel,astra,BOG,DOL,86000,1598,0,0,1,0,0,16.75
TRAIN_21055,2008,2008,citroen,c5,ZAT,WIE,195000,1749,0,0,1,0,0,21.71
TRAIN_21056,2013,2009,bmw,seria-5,MYJ,WIE,302000,1995,0,1,0,0,0,84.37
TRAIN_21057,2015,2012,seat,leon,EIX,SLA,159000,1798,0,0,1,0,0,83.07
TRAIN_21058,2002,2000,audi,a4,RAD,MAZ,283000,1781,0,0,1,0,0,18.85
TRAIN_21059,2009,2009,toyota,avensis,UOT,MAZ,189000,1798,0,0,1,0,0,41.47
TRAIN_21060,2015,2014,opel,corsa,PLO,MAZ,31204,1398,0,0,1,0,0,46.8
TRAIN_21061,2016,2010,volkswagen,jetta,LUB,LUB,248314,1968,0,1,0,0,0,56.55
TRAIN_21062,2015,2007,audi,a4,KDP,DOL,190000,1968,0,1,0,0,0,77.87
TRAIN_21063,2018,2013,mazda,3,DRX,WIE,48000,1998,0,0,1,0,0,74.88
TRAIN_21064,2013,2007,ford,mondeo,BYI,LOD,275137,1596,0,0,1,0,0,35.75
TRAIN_21065,2009,2003,audi,a3,PIL,WIE,147000,1798,0,0,1,0,0,54.47
TRAIN_21066,2019,2017,ford,fiesta,DGT,LOD,43000,1499,0,0,1,0,0,98.67
TRAIN_21067,2008,2003,volkswagen,golf,BED,SLA,191000,1595,0,0,1,0,0,24.44
TRAIN_21068,2014,2012,volkswagen,golf,LES,WIE,71020,1197,0,0,1,0,0,41.47
TRAIN_21069,2018,2012,toyota,corolla,WAR,MAZ,81000,1364,0,1,0,0,0,72.67
TRAIN_21070,2019,2014,opel,corsa,RZE,POD,52127,1398,0,0,0,0,1,68.25
TRAIN_21071,2011,2009,opel,astra,SOK,MAZ,199025,1364,0,0,1,0,0,33.67
TRAIN_21072,2018,2011,volvo,v60,WRO,DOL,71285,2000,0,1,0,0,0,155.87
TRAIN_21073,2008,2005,toyota,yaris,PUL,SWI,181000,1298,0,0,1,0,0,24.05
TRAIN_21074,2008,2005,renault,clio,WAR,MAZ,157000,1149,0,0,1,0,0,17.55
TRAIN_21075,2016,2014,toyota,aygo,RAD,MAZ,219000,998,0,0,1,0,0,33.58
TRAIN_21076,2014,2012,hyundai,i30,AZP,WIE,98800,1396,0,0,1,0,0,51.87
TRAIN_21077,2008,2003,bmw,seria-5,PIA,MAZ,175074,1995,0,1,0,0,0,39.0
TRAIN_21078,2011,2007,mercedes-benz,c-klasa,BEL,LOD,338000,2143,0,1,0,0,0,37.7
TRAIN_21079,2014,2012,renault,clio,WAG,WIE,127500,1461,0,1,0,0,0,36.27
TRAIN_21080,2006,2004,bmw,seria-1,MOG,KUJ,192000,1596,0,0,1,0,0,16.77
TRAIN_21081,2019,2014,toyota,aygo,OSW,MAL,42000,998,0,0,0,0,1,55.77
TRAIN_21082,2019,2014,opel,corsa,MYS,SLA,59460,1400,0,0,0,0,1,57.8
TRAIN_21083,2008,2007,fiat,bravo,WOJ,DOL,146300,1910,0,1,0,0,0,19.37
TRAIN_21084,2016,2016,kia,sportage,WOJ,DOL,179800,1591,0,0,1,0,0,86.97
TRAIN_21085,2013,2008,opel,insignia,ZAB,SLA,198803,1956,0,1,0,0,0,36.27
TRAIN_21086,2011,2008,skoda,superb,RAD,MAZ,127590,1798,0,0,1,0,0,51.87
TRAIN_21087,2006,2003,volkswagen,golf,DEB,POD,200000,1598,0,0,1,0,0,24.57
TRAIN_21088,2013,2011,volvo,v60,PDM,MAL,224000,1560,0,1,0,0,0,41.47
TRAIN_21089,1998,1998,honda,accord,KAT,SLA,228000,1850,0,0,1,0,0,8.84
TRAIN_21090,2007,2001,renault,laguna,GNI,WIE,155000,1870,0,1,0,0,0,6.37
TRAIN_21091,2007,2006,ford,s-max,PIL,WIE,253698,1753,0,1,0,0,0,19.5
TRAIN_21092,2020,2014,volkswagen,passat,SRE,WIE,10500,1498,0,0,1,0,0,105.3
TRAIN_21093,2009,2008,ford,kuga,NIW,SWI,189000,1997,0,1,0,0,0,51.87
TRAIN_21094,2003,2003,audi,a3,BIA,POL,205400,1595,0,0,1,0,0,21.97
TRAIN_21095,2006,2004,opel,astra,MUC,MAL,222200,1796,0,0,1,0,0,16.77
TRAIN_21096,2006,2001,skoda,superb,ZAM,LUB,186000,1896,0,1,0,0,0,15.21
TRAIN_21097,2008,2004,audi,a6,LDR,WIE,357664,2698,0,1,0,0,0,31.85
TRAIN_21098,2017,2015,skoda,superb,IPR,SLA,148000,1968,0,1,0,0,0,107.7
TRAIN_21099,2011,2011,audi,a6,GDY,POM,269999,1968,0,1,0,0,0,67.47
TRAIN_21100,2016,2011,toyota,yaris,OZA,MAZ,93000,1497,0,0,0,1,0,71.16
TRAIN_21101,2003,2002,mazda,6,KOW,LUB,254988,1999,0,0,1,0,0,11.57
TRAIN_21102,2007,2007,audi,a4,ZDU,LOD,201000,2700,0,1,0,0,0,46.67
TRAIN_21103,2013,2010,kia,sportage,DGT,LOD,115000,1591,0,0,1,0,0,57.85
TRAIN_21104,2011,2009,bmw,seria-5,TNJ,WIE,180000,1995,0,1,0,0,0,64.35
TRAIN_21105,2008,2006,toyota,auris,SIE,MAZ,126000,1398,0,0,1,0,0,27.17
TRAIN_21106,2011,2007,audi,a4,UQV,WIE,169570,1968,0,1,0,0,0,55.89
TRAIN_21107,2002,1996,audi,a3,KIE,SWI,193000,1595,0,0,1,0,0,14.17
TRAIN_21108,2008,2007,mazda,6,RAD,MAZ,143000,1998,0,0,1,0,0,38.87
TRAIN_21109,2019,2019,toyota,corolla,WAR,MAZ,29115,1598,0,0,1,0,0,106.47
TRAIN_21110,2007,2003,bmw,x3,URP,MAZ,375000,1995,0,1,0,0,0,32.37
TRAIN_21111,2013,2008,renault,megane,TEN,MAL,124000,1598,0,0,1,0,0,50.57
TRAIN_21112,2010,2008,citroen,c5,CAY,SWI,70000,1598,0,0,1,0,0,35.1
TRAIN_21113,1998,1996,bmw,seria-5,KRA,MAL,190500,2494,0,0,1,0,0,36.27
TRAIN_21114,2017,2014,opel,corsa,LIB,MAL,36000,1398,0,0,1,0,0,58.37
TRAIN_21115,2018,2017,hyundai,i30,KLO,DOL,138450,1582,0,1,0,0,0,68.6
TRAIN_21116,2011,2008,volkswagen,golf,IPR,SLA,158058,1390,0,0,1,0,0,34.45
TRAIN_21117,2008,2007,mazda,6,JAN,MAZ,109528,1999,0,0,0,0,1,42.77
TRAIN_21118,2013,2003,bmw,seria-5,TUR,WIE,188000,1995,0,1,0,0,0,71.5
TRAIN_21119,2012,2008,bmw,seria-7,HFE,MAZ,174207,2993,0,1,0,0,0,116.87
TRAIN_21120,2012,2005,audi,q7,XBK,WIE,146000,2967,0,1,0,0,0,123.5
TRAIN_21121,2010,2009,mercedes-benz,e-klasa,ORY,WIE,215095,1796,0,0,1,0,0,55.77
